Only Date,Gewicht,Mahlzeit,Kalorien,Fett (g),Gesättigte Fettsäuren,Mehrfach ungesättigte Fettsäuren,Einfach ungesättigte Fettsäuren,Transfettsäuren,Cholesterin,Natrium (mg),Kalium,Kohlenhydrate (g),Ballaststoffe,Zucker,Eiweiß (g),Vitamin A,Vitamin C,Kalzium,Eisen,export_headers.note_x,Training,Typ,Kalorien aus Training,Minuten für dieses Training,Serien,Wdh. pro Serie,Kilogramm,Schritte,export_headers.note_y,Weight (kg),BMI,Body Fat (%),Visc Fat,Muscle Mass (kg),Muscle Quality,Bone Mass (kg),BMR (kcal),Metab Age,Body Water (%),Physique Rating,Muscle mass - right arm,Muscle mass - left arm,Muscle mass - right leg,Muscle mass - left leg,Muscle mass - trunk,Muscle quality - right arm,Muscle quality - left arm,Muscle quality - right leg,Muscle quality - left leg,Body fat (%) - right arm,Body fat (%) - left arm,Body fat (%) - right leg,Body fat (%) - left leg,Body fat (%) - trunk,Körperfettanteil kg,Muscle Mass (kg) 7 Tage,Körperfettanteil kg 7 Tage,Body Fat (%) 7 Tage,Weight (kg) 7 Tage,Fett % Soll,Weight (kg) 500kcal,Weight (kg) 300kcal,Kalorien Gewichtsreduktion,Kalorien aus Training Summe 30 Tage,Kalorien aus Essen Summe 30 Tage,Kalorien Gewichtsänderung heute vs vor 30 Tage,Grundumsatz pro Tag errechnet,Alter,"Grundumsatz Mifflin-St.-Jeor mit Faktor 1,12"
2026-03-23,81.8,0.0,1356.8,28.6,8.4,0.5,3.5,0.0,0.0,1.1,0.0,126.4,4.1,80.7,147.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.13,77.89,81.37,,5925.0,51689.0,,,51,
2026-03-24,81.0,0.0,1307.3,18.6,6.6,0.5,3.5,0.0,0.0,0.0,0.0,139.4,0.5,88.30000000000001,141.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.1,77.81,81.33,,5925.0,51524.0,,,51,
2026-03-25,81.1,0.0,1378.3,32.9,3.5,0.0,0.0,0.0,0.0,0.0,0.0,130.1,0.0,37.6,134.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.07,77.74,81.28,,5775.0,51420.0,,,51,
2026-03-26,80.6,0.0,1404.5,30.3,2.1,0.1,0.0,0.0,0.0,502.0,214.0,163.8,4.8,113.4,114.3,0.0,15.3,1.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.03,77.67,81.24,,5175.0,50707.0,,,51,
2026-03-27,80.4,0.0,1791.1999999999998,47.1,16.5,1.5,5.8,0.2,69.1,795.3000000000001,377.9,188.10000000000002,8.0,54.1,129.5,25.7,5.9,39.8,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,22.0,77.6,81.2,,5175.0,50723.0,,,51,
2026-03-28,0.0,0.0,1517.9,7.8999999999999995,0.3,0.0,0.0,0.0,0.0,189.8,524.2,145.60000000000002,3.5,35.4,62.8,211.7,154.0,12.9,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.97,77.53,81.16,,4668.0,50246.0,,,51,
2026-03-29,0.0,0.0,1420.0,41.1,2.5999999999999996,0.0,0.0,0.0,0.0,1824.0,0.0,184.4,0.0,35.4,50.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.93,77.46,81.11,,4668.0,50137.0,,,51,
2026-03-30,0.0,0.0,1806.2,50.8,7.1,0.2,0.0,0.0,0.0,947.0,966.3,236.6,7.4,59.400000000000006,45.1,20.0,121.89999999999999,22.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.9,77.39,81.07,,4518.0,50392.0,,,51,
2026-03-31,0.0,0.0,2558.2,20.799999999999997,10.3,0.0,0.0,0.0,400.0,912.0,148.0,135.1,0.0,35.4,40.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.87,77.31,81.03,,4212.0,51164.0,,,51,
2026-04-01,0.0,0.0,2234.2,77.30000000000001,9.4,2.0,14.0,0.0,0.0,35.0,253.0,301.7,12.7,47.6,58.9,20.0,70.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.83,77.24,80.98,,4212.0,51849.0,,,51,
2026-04-02,0.0,0.0,1976.0,44.5,25.5,0.8,0.2,0.0,800.0,3.5,598.0,169.0,24.5,36.5,46.8,0.0,86.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.8,77.17,80.94,,4212.0,52423.0,,,51,
2026-04-03,0.0,0.0,2485.7,49.0,24.7,0.8,0.2,0.0,800.0,2.6,598.0,183.7,22.7,42.8,48.4,0.0,86.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.77,77.1,80.9,,4062.0,53349.0,,,51,
2026-04-04,0.0,0.0,2253.5,82.9,28.599999999999998,2.0,14.0,0.0,830.0,1792.0,296.0,279.7,11.7,54.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.73,77.03,80.86,,3493.0,53683.0,,,51,
2026-04-05,0.0,0.0,2059.7,55.6,26.2,0.0,0.0,0.0,830.0,880.0,296.0,219.7,11.7,54.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.7,76.96,80.81,,3043.0,54032.0,,,51,
2026-04-06,0.0,0.0,2189.3,68.3,30.299999999999997,0.3,1.9,0.0,854.6,1004.4,958.2,302.59999999999997,17.099999999999998,115.3,78.8,53.5,155.4,45.7,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.67,76.89,80.77,,2743.0,54017.0,,,51,
2026-04-07,0.0,0.0,2039.7,63.6,27.7,0.0,0.0,0.0,860.0,1760.0,296.0,293.7,14.7,74.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.63,76.81,80.73,,2345.0,54443.0,,,51,
2026-04-08,0.0,0.0,1179.7,47.6,24.7,0.0,0.0,0.0,800.0,0.0,296.0,145.7,8.7,34.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.6,76.74,80.68,,2345.0,53766.0,,,51,
2026-04-09,0.0,0.0,2361.7,55.6,26.2,0.0,0.0,0.0,830.0,880.0,296.0,239.5,11.7,54.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.57,76.67,80.64,,2345.0,54522.0,,,51,
2026-04-10,0.0,0.0,1254.1,61.099999999999994,28.7,4.5,22.4,0.0,831.7,563.2,849.7,118.8,5.8,39.800000000000004,56.3,0.0,23.6,4.3999999999999995,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.53,76.6,80.6,,2195.0,54150.0,,,51,
2026-04-11,0.0,0.0,1450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.5,76.53,80.56,,2061.0,54111.0,,,51,
2026-04-12,82.0,0.0,1916.2,54.7,11.5,0.0,0.0,0.0,0.0,524.2,0.0,175.1,0.7,73.2,173.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,539.0,112.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.47,76.46,80.51,,2600.0,53802.0,,,51,
2026-04-13,81.0,0.0,1532.3,34.1,18.5,0.1,0.0,0.0,28.0,1974.0,214.0,174.5,5.1,123.60000000000001,131.0,0.0,15.3,1.2,1.3,0.0,0.0,0.0,150.0,30.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.43,76.39,80.47,,2750.0,52830.0,,,51,
2026-04-14,80.7,0.0,1506.0,24.2,12.6,0.1,0.0,0.0,200.0,3.5,288.0,199.5,5.3,81.8,123.9,0.0,15.3,1.2,1.3,0.0,300.0,0.0,300.0,70.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.4,76.31,80.43,,3050.0,52088.0,,,51,
2026-04-15,80.2,0.0,2010.7,64.8,15.1,0.5,3.5,0.0,200.0,0.9,74.0,204.3,3.7,85.2,165.2,0.0,0.0,0.0,0.0,0.0,800.0,0.0,640.0,120.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.37,76.24,80.38,,3690.0,52591.0,,,51,
2026-04-16,80.7,0.0,1488.1,36.4,16.6,1.0,7.0,0.0,400.0,0.9,148.0,153.4,0.4,55.6,135.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,30.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.33,76.17,80.34,,3690.0,52668.0,,,51,
2026-04-17,80.5,0.0,1334.5,25.1,6.5,0.1,2.4,0.0,68.8,76.5,667.8,142.4,10.399999999999999,96.4,131.3,0.0,15.3,1.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.3,76.1,80.3,,3582.0,52445.0,,,51,
2026-04-18,80.7,0.0,2509.9,45.3,13.3,0.0,0.0,0.0,0.0,0.9,0.0,269.1,5.8,108.7,245.5,0.0,0.0,0.0,21.6,0.0,0.0,0.0,809.0,166.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.27,76.03,80.26,,3876.0,53538.0,,,51,
2026-04-19,80.7,0.0,1797.3,72.5,38.8,0.6,1.8,0.0,0.0,24.3,648.2,195.1,2.3,93.5,95.2,31.2,90.2,4.8,34.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.23,75.96,80.21,,3535.0,53900.0,,,51,
2026-04-20,80.8,0.0,1461.4,23.8,4.5,1.0,7.0,0.0,0.0,2.4,0.0,94.2,0.0,87.1,207.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,60.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.2,75.89,80.17,,3166.0,53326.0,,,51,
2026-04-21,80.1,0.0,1562.3,22.0,7.5,0.0,0.0,0.0,0.0,1.7,0.0,170.6,0.7,100.4,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,45.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.17,75.81,80.13,,3056.0,53143.0,,,51,
2026-04-22,0.0,0.0,1645.5,26.7,8.7,0.0,0.0,0.0,0.0,0.0,0.0,175.5,0.6,95.0,166.39999999999998,0.0,0.0,0.0,0.0,0.0,50.0,0.0,250.0,65.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.13,75.74,80.08,,3306.0,53431.0,,,51,
2026-04-23,80.5,0.0,2209.3,36.6,13.8,0.0,0.0,0.0,68.8,73.8,453.8,102.2,3.6,54.400000000000006,166.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,70.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.1,75.67,80.04,,3737.0,54333.0,,,51,
2026-04-24,80.6,0.0,1567.8,25.1,17.8,0.0,0.0,0.0,600.0,1.9,222.0,160.0,1.9,123.5,170.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.07,75.6,80.0,,3737.0,54523.0,,,51,
2026-04-25,79.8,0.0,1949.9,48.4,11.1,0.0,0.0,0.0,82.5,89.5,598.0,168.8,3.1,36.7,140.1,0.0,3.8,0.3,0.3,0.0,400.0,0.0,300.0,60.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.03,75.53,79.96,,4037.0,55068.0,,,51,
2026-04-26,80.3,0.0,1714.9,45.3,9.4,0.0,0.0,0.0,82.5,88.5,544.5,115.6,3.6,30.1,196.5,0.0,0.0,0.0,0.0,0.0,200.0,0.0,140.0,40.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.0,75.46,79.91,,4177.0,54992.0,,,51,
2026-04-27,80.2,0.0,1425.7,31.7,9.3,0.5,3.5,0.0,82.5,89.2,544.5,132.7,0.0,83.6,143.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20.97,75.39,79.87,,4177.0,54900.0,,,51,
2026-04-28,79.7,0.0,1599.7,17.8,5.0,0.0,0.0,0.0,0.0,1.8,0.0,194.0,4.7,132.4,167.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,80.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20.93,75.31,79.83,,4552.0,55080.0,,,51,
2026-04-29,79.8,0.0,1693.1,16.8,5.9,0.1,0.0,0.0,0.0,3.8,214.0,237.6,9.899999999999999,168.4,153.39999999999998,0.0,15.3,1.2,1.3,0.0,500.0,0.0,400.0,110.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20.9,75.24,79.78,,4952.0,54966.0,,,51,
2026-04-30,79.9,0.0,1877.9,38.3,11.4,0.5,3.5,0.0,0.0,114.0,0.0,175.10000000000002,4.7,78.80000000000001,203.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859.0,182.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20.87,75.17,79.74,,5811.0,54286.0,,,51,
2026-05-01,79.9,0.0,1517.4,47.5,16.6,1.0,7.0,0.0,200.0,0.0,74.0,132.0,0.3,36.599999999999994,135.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,60.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20.83,75.1,79.7,,6002.0,53569.0,,,51,
2026-05-02,80.1,0.0,1723.3000000000002,29.8,6.199999999999999,0.5,3.5,0.0,0.0,0.7,0.0,181.9,0.5,101.6,165.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0,110.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20.8,75.03,79.66,,6389.0,53317.0,,,51,
2026-05-03,80.1,0.0,1504.9,38.7,7.9,0.0,0.0,0.0,0.0,600.2,0.0,139.4,3.3,85.1,153.1,0.0,0.0,0.0,0.0,0.0,400.0,0.0,453.0,60.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20.77,74.96,79.61,,6842.0,52336.0,,,51,
2026-05-04,0.0,0.0,1413.5,32.1,4.0,0.1,0.0,0.0,0.0,2.7,214.0,138.6,4.8,97.8,136.1,0.0,15.3,1.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20.73,74.89,79.57,,6842.0,51496.0,,,51,
2026-05-05,79.4,0.0,2007.0,38.9,13.7,0.0,0.0,0.0,0.0,143.0,304.5,208.2,8.3,130.6,204.7,10.5,43.5,3.0,4.5,0.0,0.0,0.0,667.0,151.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20.7,74.81,79.53,,7509.0,51443.0,,,51,
2026-05-06,79.6,0.0,1736.4,33.5,11.0,0.5,3.5,0.0,0.0,2.0,0.0,176.4,5.3,105.4,188.5,0.0,0.0,0.0,0.0,0.0,500.0,0.0,597.0,110.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20.67,74.74,79.48,,8106.0,50990.0,,,51,
2026-05-07,79.8,0.0,1351.5,29.8,6.7,2.9,5.5,0.1,558.0,215.0,295.5,88.7,1.1,62.1,178.8,47.7,106.5,8.9,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20.63,74.67,79.44,,8106.0,50302.0,,,51,
2026-05-08,79.7,0.0,1501.4,18.4,6.9,0.0,0.0,0.0,0.0,0.0,0.0,153.0,0.0,104.3,170.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,60.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20.6,74.6,79.4,,8417.0,50624.0,,,51,
2026-05-09,79.2,0.0,1636.4,29.9,4.7,0.0,0.0,0.0,0.0,0.7,0.0,161.3,0.4,92.7,171.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.0,80.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20.57,74.53,79.36,,8933.0,49898.0,,,51,
2026-05-10,0.0,0.0,1492.7,33.4,6.300000000000001,0.1,0.0,0.0,0.0,2.0,214.0,148.5,5.2,74.6,149.0,0.0,15.3,1.2,1.3,0.0,0.0,0.0,511.0,80.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20.53,74.46,79.31,,9444.0,50137.0,,,51,
2026-05-11,79.7,0.0,1712.2,29.0,9.4,0.0,0.0,0.0,0.0,1.7,0.0,207.2,4.8,106.8,155.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.0,97.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20.5,74.39,79.27,,9865.0,50399.0,,,51,
2026-05-12,79.9,0.0,1718.6,25.6,8.8,0.0,0.0,0.0,0.0,0.7,0.0,177.10000000000002,0.5,104.7,166.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,60.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20.47,74.31,79.23,,9637.0,50202.0,,,51,
2026-05-13,79.6,0.0,1438.2,17.4,2.7,0.0,0.0,0.0,0.0,0.4,0.0,170.1,4.4,85.5,150.9,0.0,0.0,0.0,0.0,0.0,400.0,0.0,422.0,80.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,20.43,74.24,79.18,,9909.0,50108.0,,,51,
